check_date,data_dimension,check_name,check_type,total_records,passed_records,failed_records,pass_rate,severity,issue_description
2024-09-01,Consistency,Order Status Valid Values,domain_check,92,92,0,100.00,medium,All statuses are valid
2024-09-01,Consistency,Payment Method Valid Values,domain_check,92,92,0,100.00,low,All payment methods are valid
2024-09-01,Timeliness,Recent Orders (Last 30 Days),freshness_check,92,70,22,76.09,medium,22 orders older than 30 days
2024-09-08,Completeness,Customer ID Not Null,null_check,95,90,5,94.74,medium,5 orders missing customer_id
2024-09-08,Completeness,Customer Email Not Null,null_check,95,90,5,94.74,medium,5 orders missing customer_email
2024-09-08,Completeness,Product ID Not Null,null_check,95,94,1,98.95,high,1 order missing product_id
2024-09-08,Accuracy,Email Format Validation,format_check,95,94,1,98.95,medium,1 email with invalid format
2024-09-08,Accuracy,Total Amount Calculation,calculation_check,95,95,0,100.00,high,All amounts match quantity * unit_price
2024-09-08,Consistency,Order Status Valid Values,domain_check,95,95,0,100.00,medium,All statuses are valid
2024-09-08,Consistency,Payment Method Valid Values,domain_check,95,95,0,100.00,low,All payment methods are valid
2024-09-08,Timeliness,Recent Orders (Last 30 Days),freshness_check,95,72,23,75.79,medium,23 orders older than 30 days
2024-09-15,Completeness,Customer ID Not Null,null_check,98,93,5,94.90,medium,5 orders missing customer_id
2024-09-15,Completeness,Customer Email Not Null,null_check,98,93,5,94.90,medium,5 orders missing customer_email
2024-09-15,Completeness,Product ID Not Null,null_check,98,97,1,98.98,high,1 order missing product_id
2024-09-15,Accuracy,Email Format Validation,format_check,98,97,1,98.98,medium,1 email with invalid format
2024-09-15,Accuracy,Total Amount Calculation,calculation_check,98,98,0,100.00,high,All amounts match quantity * unit_price
2024-09-15,Consistency,Order Status Valid Values,domain_check,98,98,0,100.00,medium,All statuses are valid
2024-09-15,Consistency,Payment Method Valid Values,domain_check,98,98,0,100.00,low,All payment methods are valid
2024-09-15,Timeliness,Recent Orders (Last 30 Days),freshness_check,98,74,24,75.51,medium,24 orders older than 30 days
2024-09-22,Completeness,Customer ID Not Null,null_check,100,95,5,95.00,medium,5 orders missing customer_id
2024-09-22,Completeness,Customer Email Not Null,null_check,100,95,5,95.00,medium,5 orders missing customer_email
2024-09-22,Completeness,Product ID Not Null,null_check,100,99,1,99.00,high,1 order missing product_id
2024-09-22,Accuracy,Email Format Validation,format_check,100,99,1,99.00,medium,1 email with invalid format
2024-09-22,Accuracy,Total Amount Calculation,calculation_check,100,100,0,100.00,high,All amounts match quantity * unit_price
2024-09-22,Consistency,Order Status Valid Values,domain_check,100,100,0,100.00,medium,All statuses are valid
2024-09-22,Consistency,Payment Method Valid Values,domain_check,100,100,0,100.00,low,All payment methods are valid
2024-09-22,Timeliness,Recent Orders (Last 30 Days),freshness_check,100,76,24,76.00,medium,24 orders older than 30 days
2024-09-29,Completeness,Customer ID Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_id (last 80 records analyzed)
2024-09-29,Completeness,Customer Email Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_email (last 80 records)
2024-09-29,Completeness,Product ID Not Null,null_check,80,79,1,98.75,high,1 order missing product_id (last 80 records)
2024-09-29,Accuracy,Email Format Validation,format_check,80,79,1,98.75,medium,1 email with invalid format (last 80 records)
2024-09-29,Accuracy,Total Amount Calculation,calculation_check,80,80,0,100.00,high,All amounts match quantity * unit_price
2024-09-29,Consistency,Order Status Valid Values,domain_check,80,80,0,100.00,medium,All statuses are valid
2024-09-29,Consistency,Payment Method Valid Values,domain_check,80,80,0,100.00,low,All payment methods are valid
2024-09-29,Timeliness,Recent Orders (Last 30 Days),freshness_check,80,78,2,97.50,medium,2 orders older than 30 days
2024-10-06,Completeness,Customer ID Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_id (last 80 records analyzed)
2024-10-06,Completeness,Customer Email Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_email (last 80 records)
2024-10-06,Completeness,Product ID Not Null,null_check,80,79,1,98.75,high,1 order missing product_id (last 80 records)
2024-10-06,Accuracy,Email Format Validation,format_check,80,79,1,98.75,medium,1 email with invalid format (last 80 records)
2024-10-06,Accuracy,Total Amount Calculation,calculation_check,80,80,0,100.00,high,All amounts match quantity * unit_price
2024-10-06,Consistency,Order Status Valid Values,domain_check,80,80,0,100.00,medium,All statuses are valid
2024-10-06,Consistency,Payment Method Valid Values,domain_check,80,80,0,100.00,low,All payment methods are valid
2024-10-06,Timeliness,Recent Orders (Last 30 Days),freshness_check,80,78,2,97.50,medium,2 orders older than 30 days
2024-10-13,Completeness,Customer ID Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_id (last 80 records analyzed)
2024-10-13,Completeness,Customer Email Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_email (last 80 records)
2024-10-13,Completeness,Product ID Not Null,null_check,80,79,1,98.75,high,1 order missing product_id (last 80 records)
2024-10-13,Accuracy,Email Format Validation,format_check,80,79,1,98.75,medium,1 email with invalid format (last 80 records)
2024-10-13,Accuracy,Total Amount Calculation,calculation_check,80,80,0,100.00,high,All amounts match quantity * unit_price
2024-10-13,Consistency,Order Status Valid Values,domain_check,80,80,0,100.00,medium,All statuses are valid
2024-10-13,Consistency,Payment Method Valid Values,domain_check,80,80,0,100.00,low,All payment methods are valid
2024-10-13,Timeliness,Recent Orders (Last 30 Days),freshness_check,80,78,2,97.50,medium,2 orders older than 30 days
2024-10-20,Completeness,Customer ID Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_id (last 80 records analyzed)
2024-10-20,Completeness,Customer Email Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_email (last 80 records)
2024-10-20,Completeness,Product ID Not Null,null_check,80,79,1,98.75,high,1 order missing product_id (last 80 records)
2024-10-20,Accuracy,Email Format Validation,format_check,80,79,1,98.75,medium,1 email with invalid format (last 80 records)
2024-10-20,Accuracy,Total Amount Calculation,calculation_check,80,80,0,100.00,high,All amounts match quantity * unit_price
2024-10-20,Consistency,Order Status Valid Values,domain_check,80,80,0,100.00,medium,All statuses are valid
2024-10-20,Consistency,Payment Method Valid Values,domain_check,80,80,0,100.00,low,All payment methods are valid
2024-10-20,Timeliness,Recent Orders (Last 30 Days),freshness_check,80,78,2,97.50,medium,2 orders older than 30 days
2024-10-27,Completeness,Customer ID Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_id (last 80 records analyzed)
2024-10-27,Completeness,Customer Email Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_email (last 80 records)
2024-10-27,Completeness,Product ID Not Null,null_check,80,79,1,98.75,high,1 order missing product_id (last 80 records)
2024-10-27,Accuracy,Email Format Validation,format_check,80,79,1,98.75,medium,1 email with invalid format (last 80 records)
2024-10-27,Accuracy,Total Amount Calculation,calculation_check,80,80,0,100.00,high,All amounts match quantity * unit_price
2024-10-27,Consistency,Order Status Valid Values,domain_check,80,80,0,100.00,medium,All statuses are valid
2024-10-27,Consistency,Payment Method Valid Values,domain_check,80,80,0,100.00,low,All payment methods are valid
2024-10-27,Timeliness,Recent Orders (Last 30 Days),freshness_check,80,78,2,97.50,medium,2 orders older than 30 days
2024-11-03,Completeness,Customer ID Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_id (last 80 records analyzed)
2024-11-03,Completeness,Customer Email Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_email (last 80 records)
2024-11-03,Completeness,Product ID Not Null,null_check,80,79,1,98.75,high,1 order missing product_id (last 80 records)
2024-11-03,Accuracy,Email Format Validation,format_check,80,79,1,98.75,medium,1 email with invalid format (last 80 records)
2024-11-03,Accuracy,Total Amount Calculation,calculation_check,80,80,0,100.00,high,All amounts match quantity * unit_price
2024-11-03,Consistency,Order Status Valid Values,domain_check,80,80,0,100.00,medium,All statuses are valid
2024-11-03,Consistency,Payment Method Valid Values,domain_check,80,80,0,100.00,low,All payment methods are valid
2024-11-03,Timeliness,Recent Orders (Last 30 Days),freshness_check,80,78,2,97.50,medium,2 orders older than 30 days
2024-11-10,Completeness,Customer ID Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_id (last 80 records analyzed)
2024-11-10,Completeness,Customer Email Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_email (last 80 records)
2024-11-10,Completeness,Product ID Not Null,null_check,80,79,1,98.75,high,1 order missing product_id (last 80 records)
2024-11-10,Accuracy,Email Format Validation,format_check,80,79,1,98.75,medium,1 email with invalid format (last 80 records)
2024-11-10,Accuracy,Total Amount Calculation,calculation_check,80,80,0,100.00,high,All amounts match quantity * unit_price
2024-11-10,Consistency,Order Status Valid Values,domain_check,80,80,0,100.00,medium,All statuses are valid
2024-11-10,Consistency,Payment Method Valid Values,domain_check,80,80,0,100.00,low,All payment methods are valid
2024-11-10,Timeliness,Recent Orders (Last 30 Days),freshness_check,80,78,2,97.50,medium,2 orders older than 30 days
2024-11-17,Completeness,Customer ID Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_id (last 80 records analyzed)
2024-11-17,Completeness,Customer Email Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_email (last 80 records)
2024-11-17,Completeness,Product ID Not Null,null_check,80,79,1,98.75,high,1 order missing product_id (last 80 records)
2024-11-17,Accuracy,Email Format Validation,format_check,80,79,1,98.75,medium,1 email with invalid format (last 80 records)
2024-11-17,Accuracy,Total Amount Calculation,calculation_check,80,80,0,100.00,high,All amounts match quantity * unit_price
2024-11-17,Consistency,Order Status Valid Values,domain_check,80,80,0,100.00,medium,All statuses are valid
2024-11-17,Consistency,Payment Method Valid Values,domain_check,80,80,0,100.00,low,All payment methods are valid
2024-11-17,Timeliness,Recent Orders (Last 30 Days),freshness_check,80,78,2,97.50,medium,2 orders older than 30 days
2024-11-24,Completeness,Customer ID Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_id (last 80 records analyzed)
2024-11-24,Completeness,Customer Email Not Null,null_check,80,76,4,95.00,medium,4 orders missing customer_email (last 80 records)
2024-11-24,Completeness,Product ID Not Null,null_check,80,79,1,98.75,high,1 order missing product_id (last 80 records)
2024-11-24,Accuracy,Email Format Validation,format_check,80,79,1,98.75,medium,1 email with invalid format (last 80 records)
2024-11-24,Accuracy,Total Amount Calculation,calculation_check,80,80,0,100.00,high,All amounts match quantity * unit_price
2024-11-24,Consistency,Order Status Valid Values,domain_check,80,80,0,100.00,medium,All statuses are valid
2024-11-24,Consistency,Payment Method Valid Values,domain_check,80,80,0,100.00,low,All payment methods are valid
2024-11-24,Timeliness,Recent Orders (Last 30 Days),freshness_check,80,78,2,97.50,medium,2 orders older than 30 days
