location_id,CODIGO DANE,DEPARTAMENTO,MUNICIPIO
595,25899000,CUNDINAMARCA,ZIPAQUIRÁ
596,25851000,CUNDINAMARCA,ÚTICA
597,23068000,CÓRDOBA,AYAPEL
598,23079000,CÓRDOBA,BUENAVISTA
599,23090000,CÓRDOBA,CANALETE
600,23162000,CÓRDOBA,CERETÉ
601,23168000,CÓRDOBA,CHIMÁ
602,23182000,CÓRDOBA,CHINÚ
603,23189000,CÓRDOBA,CIÉNAGA DE ORO
604,23300000,CÓRDOBA,COTORRA
605,23350000,CÓRDOBA,LA APARTADA
606,23417000,CÓRDOBA,LORICA
607,23419000,CÓRDOBA,LOS CÓRDOBAS
608,23464000,CÓRDOBA,MOMIL
609,23466000,CÓRDOBA,MONTELÍBANO
610,23001000,CÓRDOBA,MONTERÍA (CT)
611,23500000,CÓRDOBA,MOÑITOS
612,23555000,CÓRDOBA,PLANETA RICA
613,23570000,CÓRDOBA,PUEBLO NUEVO
614,23574000,CÓRDOBA,PUERTO ESCONDIDO
615,23580000,CÓRDOBA,PUERTO LIBERTADOR
616,23586000,CÓRDOBA,PURÍSIMA
617,23660000,CÓRDOBA,SAHAGÚN
618,23670000,CÓRDOBA,SAN ANDRÉS SOTAVENTO
619,23672000,CÓRDOBA,SAN ANTERO
620,23675000,CÓRDOBA,SAN BERNARDO DEL VIENTO
621,23678000,CÓRDOBA,SAN CARLOS
622,23682000,CÓRDOBA,SAN JOSÉ DE URÉ
623,23686000,CÓRDOBA,SAN PELAYO
624,23807000,CÓRDOBA,TIERRALTA
625,23815000,CÓRDOBA,TUCHÍN
626,23855000,CÓRDOBA,VALENCIA
627,94001000,GUAINÍA,INÍRIDA (CT)
628,44035000,GUAJIRA,ALBANIA
629,44078000,GUAJIRA,BARRANCAS
630,44090000,GUAJIRA,DIBULLA
631,44098000,GUAJIRA,DISTRACCIÓN
632,44110000,GUAJIRA,EL MOLINO
633,44279000,GUAJIRA,FONSECA
634,44378000,GUAJIRA,HATONUEVO
635,44420000,GUAJIRA,LA JAGUA DEL PILAR
636,44430000,GUAJIRA,MAICAO
637,44560000,GUAJIRA,MANAURE
638,44001000,GUAJIRA,RIOHACHA (CT)
639,44650000,GUAJIRA,SAN JUAN DEL CESAR
640,44847000,GUAJIRA,URIBIA
641,44855000,GUAJIRA,URUMITA
642,44874000,GUAJIRA,VILLANUEVA
643,95015000,GUAVIARE,CALAMAR
644,95025000,GUAVIARE,EL RETORNO
645,95200000,GUAVIARE,MIRAFLORES
646,95001000,GUAVIARE,SAN JOSÉ DEL GUAVIARE (CT)
647,41006000,HUILA,ACEVEDO
648,41013000,HUILA,AGRADO
649,41016000,HUILA,AIPE
650,41020000,HUILA,ALGECIRAS
651,41026000,HUILA,ALTAMIRA
652,41078000,HUILA,BARAYA
653,41132000,HUILA,CAMPOALEGRE
654,41206000,HUILA,COLOMBIA
655,41244000,HUILA,ELÍAS
656,41298000,HUILA,GARZÓN
657,41306000,HUILA,GIGANTE
658,41319000,HUILA,GUADALUPE
659,41349000,HUILA,HOBO
660,41357000,HUILA,IQUIRA
661,41359000,HUILA,ISNOS
662,41378000,HUILA,LA ARGENTINA
663,41396000,HUILA,LA PLATA
664,41001000,HUILA,NEIVA (CT)
665,41483000,HUILA,NÁTAGA
666,41503000,HUILA,OPORAPA
667,41518000,HUILA,PAICOL
668,41524000,HUILA,PALERMO
669,41530000,HUILA,PALESTINA
670,41548000,HUILA,PITAL
671,41551000,HUILA,PITALITO
672,41615000,HUILA,RIVERA
673,41660000,HUILA,SALADOBLANCO
674,41668000,HUILA,SAN AGUSTÍN
675,41676000,HUILA,SANTA MARÍA
676,41770000,HUILA,SUAZA
677,41791000,HUILA,TARQUI
678,41799000,HUILA,TELLO
679,41801000,HUILA,TERUEL
680,41797000,HUILA,TESALIA
681,41807000,HUILA,TIMANÁ
682,41872000,HUILA,VILLAVIEJA
683,41885000,HUILA,YAGUARÁ
684,47030000,MAGDALENA,ALGARROBO
685,47053000,MAGDALENA,ARACATACA
686,47058000,MAGDALENA,ARIGUANÍ
687,47161000,MAGDALENA,CERRO SAN ANTONIO
688,47170000,MAGDALENA,CHIBOLO
689,47189000,MAGDALENA,CIÉNAGA
690,47205000,MAGDALENA,CONCORDIA
691,47245000,MAGDALENA,EL BANCO
692,47258000,MAGDALENA,EL PIÑON
693,47268000,MAGDALENA,EL RETÉN
694,47288000,MAGDALENA,FUNDACIÓN
695,47318000,MAGDALENA,GUAMAL
696,47460000,MAGDALENA,NUEVA GRANADA
697,47541000,MAGDALENA,PEDRAZA
698,47545000,MAGDALENA,PIJIÑO DEL CARMEN
699,47551000,MAGDALENA,PIVIJAY
700,47555000,MAGDALENA,PLATO
701,47570000,MAGDALENA,PUEBLOVIEJO
702,47605000,MAGDALENA,REMOLINO
703,47660000,MAGDALENA,SABANAS DE SAN ANGEL
704,47675000,MAGDALENA,SALAMINA
705,47692000,MAGDALENA,SAN SEBASTIÁN DE BUENAVISTA
706,47703000,MAGDALENA,SAN ZENÓN
707,47707000,MAGDALENA,SANTA ANA
708,47720000,MAGDALENA,SANTA BÁRBARA DE PINTO
709,47001000,MAGDALENA,SANTA MARTA (CT)
710,47745000,MAGDALENA,SITIONUEVO
711,47798000,MAGDALENA,TENERIFE
712,47960000,MAGDALENA,ZAPAYÁN
713,47980000,MAGDALENA,ZONA BANANERA
714,50006000,META,ACACÍAS
715,50110000,META,BARRANCA DE UPÍA
716,50124000,META,CABUYARO
717,50150000,META,CASTILLA LA NUEVA
718,50223000,META,CUBARRAL
719,50226000,META,CUMARAL
720,50245000,META,EL CALVARIO
721,50251000,META,EL CASTILLO
722,50270000,META,EL DORADO
723,50287000,META,FUENTE DE ORO
724,50313000,META,GRANADA
725,50318000,META,GUAMAL
726,50350000,META,LA MACARENA
727,50400000,META,LEJANÍAS
728,50325000,META,MAPIRIPÁN
729,50330000,META,MESETAS
730,50450000,META,PUERTO CONCORDIA
731,50568000,META,PUERTO GAITÁN
732,50577000,META,PUERTO LLERAS
733,50573000,META,PUERTO LÓPEZ
734,50590000,META,PUERTO RICO
735,50606000,META,RESTREPO
736,50680000,META,SAN CARLOS DE GUAROA
737,50683000,META,SAN JUAN DE ARAMA
738,50686000,META,SAN JUANITO
739,50689000,META,SAN MARTÍN
740,50370000,META,URIBE
741,50001000,META,VILLAVICENCIO (CT)
742,50711000,META,VISTAHERMOSA
743,52019000,NARIÑO,ALBÁN
744,52022000,NARIÑO,ALDANA
745,52036000,NARIÑO,ANCUYÁ
746,52051000,NARIÑO,ARBOLEDA
747,52079000,NARIÑO,BARBACOAS
748,52083000,NARIÑO,BELÉN
749,52110000,NARIÑO,BUESACO
750,52240000,NARIÑO,CHACHAGÜÍ
751,52203000,NARIÑO,COLÓN
752,52207000,NARIÑO,CONSACA
753,52210000,NARIÑO,CONTADERO
754,52224000,NARIÑO,CUASPUD
755,52227000,NARIÑO,CUMBAL
756,52233000,NARIÑO,CUMBITARA
757,52215000,NARIÑO,CÓRDOBA
758,52250000,NARIÑO,EL CHARCO
759,52254000,NARIÑO,EL PEÑOL
760,52256000,NARIÑO,EL ROSARIO
761,52258000,NARIÑO,EL TABLÓN DE GÓMEZ
762,52260000,NARIÑO,EL TAMBO
763,52520000,NARIÑO,FRANCISCO PIZARRO
764,52287000,NARIÑO,FUNES
765,52317000,NARIÑO,GUACHUCAL
766,52320000,NARIÑO,GUAITARILLA
767,52323000,NARIÑO,GUALMATÁN
768,52352000,NARIÑO,ILES
769,52354000,NARIÑO,IMUÉS
770,52356000,NARIÑO,IPIALES
771,52378000,NARIÑO,LA CRUZ
772,52381000,NARIÑO,LA FLORIDA
773,52385000,NARIÑO,LA LLANADA
774,52390000,NARIÑO,LA TOLA
775,52399000,NARIÑO,LA UNIÓN
776,52405000,NARIÑO,LEIVA
777,52411000,NARIÑO,LINARES
778,52418000,NARIÑO,LOS ANDES
779,52427000,NARIÑO,MAGÜI
780,52435000,NARIÑO,MALLAMA
781,52473000,NARIÑO,MOSQUERA
782,52480000,NARIÑO,NARIÑO
783,52490000,NARIÑO,OLAYA HERRERA
784,52506000,NARIÑO,OSPINA
785,52001000,NARIÑO,PASTO (CT)
786,52540000,NARIÑO,POLICARPA
787,52560000,NARIÑO,POTOSÍ
788,52573000,NARIÑO,PUERRES
789,52585000,NARIÑO,PUPIALES
790,52612000,NARIÑO,RICAURTE
791,52621000,NARIÑO,ROBERTO PAYÁN
792,52678000,NARIÑO,SAMANIEGO
793,52835000,NARIÑO,SAN ANDRES DE TUMACO
794,52685000,NARIÑO,SAN BERNARDO
795,52687000,NARIÑO,SAN LORENZO
796,52693000,NARIÑO,SAN PABLO
797,52694000,NARIÑO,SAN PEDRO DE CARTAGO
798,52683000,NARIÑO,SANDONÁ
799,52696000,NARIÑO,SANTA BÁRBARA
800,52699000,NARIÑO,SANTACRUZ
801,52720000,NARIÑO,SAPUYES
802,52786000,NARIÑO,TAMINANGO
803,52788000,NARIÑO,TANGUA
804,52838000,NARIÑO,TÚQUERRES
805,52885000,NARIÑO,YACUANQUER
806,54003000,NORTE DE SANTANDER,ABREGO
807,54051000,NORTE DE SANTANDER,ARBOLEDAS
808,54099000,NORTE DE SANTANDER,BOCHALEMA
809,54109000,NORTE DE SANTANDER,BUCARASICA
810,54128000,NORTE DE SANTANDER,CACHIRÁ
811,54172000,NORTE DE SANTANDER,CHINÁCOTA
812,54174000,NORTE DE SANTANDER,CHITAGÁ
813,54206000,NORTE DE SANTANDER,CONVENCIÓN
814,54223000,NORTE DE SANTANDER,CUCUTILLA
815,54125000,NORTE DE SANTANDER,CÁCOTA
816,54001000,NORTE DE SANTANDER,CÚCUTA (CT)
817,54239000,NORTE DE SANTANDER,DURANIA
818,54245000,NORTE DE SANTANDER,EL CARMEN
819,54250000,NORTE DE SANTANDER,EL TARRA
820,54261000,NORTE DE SANTANDER,EL ZULIA
821,54313000,NORTE DE SANTANDER,GRAMALOTE
822,54344000,NORTE DE SANTANDER,HACARÍ
823,54347000,NORTE DE SANTANDER,HERRÁN
824,54385000,NORTE DE SANTANDER,LA ESPERANZA
825,54398000,NORTE DE SANTANDER,LA PLAYA
826,54405000,NORTE DE SANTANDER,LOS PATIOS
827,54418000,NORTE DE SANTANDER,LOURDES
828,54480000,NORTE DE SANTANDER,MUTISCUA
829,54498000,NORTE DE SANTANDER,OCAÑA
830,54518000,NORTE DE SANTANDER,PAMPLONA
831,54520000,NORTE DE SANTANDER,PAMPLONITA
832,54553000,NORTE DE SANTANDER,PUERTO SANTANDER
833,54599000,NORTE DE SANTANDER,RAGONVALIA
834,54660000,NORTE DE SANTANDER,SALAZAR
835,54670000,NORTE DE SANTANDER,SAN CALIXTO
836,54673000,NORTE DE SANTANDER,SAN CAYETANO
837,54680000,NORTE DE SANTANDER,SANTIAGO
838,54720000,NORTE DE SANTANDER,SARDINATA
839,54743000,NORTE DE SANTANDER,SILOS
840,54800000,NORTE DE SANTANDER,TEORAMA
841,54810000,NORTE DE SANTANDER,TIBÚ
842,54820000,NORTE DE SANTANDER,TOLEDO
843,54871000,NORTE DE SANTANDER,VILLA CARO
844,54874000,NORTE DE SANTANDER,VILLA DEL ROSARIO
845,86219000,PUTUMAYO,COLÓN
846,86001000,PUTUMAYO,MOCOA (CT)
847,86320000,PUTUMAYO,ORITO
848,86568000,PUTUMAYO,PUERTO ASÍS
849,86569000,PUTUMAYO,PUERTO CAICEDO
850,86571000,PUTUMAYO,PUERTO GUZMÁN
851,86573000,PUTUMAYO,PUERTO LEGUÍZAMO
852,86755000,PUTUMAYO,SAN FRANCISCO
853,86757000,PUTUMAYO,SAN MIGUEL
854,86760000,PUTUMAYO,SANTIAGO
855,86749000,PUTUMAYO,SIBUNDOY
856,86865000,PUTUMAYO,VALLE DEL GUAMUEZ
857,86885000,PUTUMAYO,VILLAGARZÓN
858,63001000,QUINDÍO,ARMENIA (CT)
859,63111000,QUINDÍO,BUENAVISTA
860,63130000,QUINDÍO,CALARCA
861,63190000,QUINDÍO,CIRCASIA
862,63212000,QUINDÍO,CÓRDOBA
863,63272000,QUINDÍO,FILANDIA
864,63302000,QUINDÍO,GÉNOVA
865,63401000,QUINDÍO,LA TEBAIDA
866,63470000,QUINDÍO,MONTENEGRO
867,63548000,QUINDÍO,PIJAO
868,63594000,QUINDÍO,QUIMBAYA
869,63690000,QUINDÍO,SALENTO
870,66045000,RISARALDA,APÍA
871,66075000,RISARALDA,BALBOA
872,66088000,RISARALDA,BELÉN DE UMBRÍA
873,66170000,RISARALDA,DOSQUEBRADAS
874,66318000,RISARALDA,GUÁTICA
875,66383000,RISARALDA,LA CELIA
876,66400000,RISARALDA,LA VIRGINIA
877,66440000,RISARALDA,MARSELLA
878,66456000,RISARALDA,MISTRATÓ
879,66001000,RISARALDA,PEREIRA (CT)
880,66572000,RISARALDA,PUEBLO RICO
881,66594000,RISARALDA,QUINCHÍA
882,66682000,RISARALDA,SANTA ROSA DE CABAL
883,66687000,RISARALDA,SANTUARIO
884,88564000,SAN ANDRÉS,PROVIDENCIA
885,88001000,SAN ANDRÉS,SAN ANDRÉS (CT)
886,68013000,SANTANDER,AGUADA
887,68020000,SANTANDER,ALBANIA
888,68051000,SANTANDER,ARATOCA
889,68077000,SANTANDER,BARBOSA
890,68079000,SANTANDER,BARICHARA
891,68081000,SANTANDER,BARRANCABERMEJA
892,68092000,SANTANDER,BETULIA
893,68101000,SANTANDER,BOLÍVAR
894,68001000,SANTANDER,BUCARAMANGA (CT)
895,68121000,SANTANDER,CABRERA
896,68132000,SANTANDER,CALIFORNIA
897,68147000,SANTANDER,CAPITANEJO
898,68152000,SANTANDER,CARCASÍ
899,68160000,SANTANDER,CEPITÁ
900,68162000,SANTANDER,CERRITO
901,68167000,SANTANDER,CHARALÁ
902,68169000,SANTANDER,CHARTA
903,68176000,SANTANDER,CHIMA
904,68179000,SANTANDER,CHIPATÁ
905,68190000,SANTANDER,CIMITARRA
906,68207000,SANTANDER,CONCEPCIÓN
907,68209000,SANTANDER,CONFINES
908,68211000,SANTANDER,CONTRATACIÓN
909,68217000,SANTANDER,COROMORO
910,68229000,SANTANDER,CURITÍ
911,68235000,SANTANDER,EL CARMEN DE CHUCURÍ
912,68245000,SANTANDER,EL GUACAMAYO
913,68250000,SANTANDER,EL PEÑÓN
914,68255000,SANTANDER,EL PLAYÓN
915,68264000,SANTANDER,ENCINO
916,68266000,SANTANDER,ENCISO
917,68276000,SANTANDER,FLORIDABLANCA
918,68271000,SANTANDER,FLORIÁN
919,68296000,SANTANDER,GALÁN
920,68298000,SANTANDER,GAMBITA
921,68307000,SANTANDER,GIRÓN
922,68318000,SANTANDER,GUACA
923,68320000,SANTANDER,GUADALUPE
924,68322000,SANTANDER,GUAPOTÁ
925,68324000,SANTANDER,GUAVATÁ
926,68327000,SANTANDER,GÜEPSA
927,68344000,SANTANDER,HATO
928,68368000,SANTANDER,JESÚS MARÍA
929,68370000,SANTANDER,JORDÁN
930,68377000,SANTANDER,LA BELLEZA
931,68397000,SANTANDER,LA PAZ
932,68385000,SANTANDER,LANDÁZURI
933,68406000,SANTANDER,LEBRIJA
934,68418000,SANTANDER,LOS SANTOS
935,68425000,SANTANDER,MACARAVITA
936,68444000,SANTANDER,MATANZA
937,68464000,SANTANDER,MOGOTES
938,68468000,SANTANDER,MOLAGAVITA
939,68432000,SANTANDER,MÁLAGA
940,68498000,SANTANDER,OCAMONTE
941,68500000,SANTANDER,OIBA
942,68502000,SANTANDER,ONZAGA
943,68522000,SANTANDER,PALMAR
944,68524000,SANTANDER,PALMAS DEL SOCORRO
945,68547000,SANTANDER,PIEDECUESTA
946,68549000,SANTANDER,PINCHOTE
947,68572000,SANTANDER,PUENTE NACIONAL
948,68573000,SANTANDER,PUERTO PARRA
949,68575000,SANTANDER,PUERTO WILCHES
950,68533000,SANTANDER,PÁRAMO
951,68615000,SANTANDER,RIONEGRO
952,68655000,SANTANDER,SABANA DE TORRES
953,68669000,SANTANDER,SAN ANDRÉS
954,68673000,SANTANDER,SAN BENITO
955,68679000,SANTANDER,SAN GIL
956,68682000,SANTANDER,SAN JOAQUÍN
957,68684000,SANTANDER,SAN JOSÉ DE MIRANDA
958,68686000,SANTANDER,SAN MIGUEL
959,68689000,SANTANDER,SAN VICENTE DE CHUCURÍ
960,68705000,SANTANDER,SANTA BÁRBARA
961,68720000,SANTANDER,SANTA HELENA DEL OPÓN
962,68745000,SANTANDER,SIMACOTA
963,68755000,SANTANDER,SOCORRO
964,68770000,SANTANDER,SUAITA
965,68773000,SANTANDER,SUCRE
966,68780000,SANTANDER,SURATÁ
967,68820000,SANTANDER,TONA
968,68855000,SANTANDER,VALLE DE SAN JOSÉ
969,68867000,SANTANDER,VETAS
970,68872000,SANTANDER,VILLANUEVA
971,68861000,SANTANDER,VÉLEZ
972,68895000,SANTANDER,ZAPATOCA
973,70110000,SUCRE,BUENAVISTA
974,70124000,SUCRE,CAIMITO
975,70230000,SUCRE,CHALÁN
976,70204000,SUCRE,COLOSO
977,70215000,SUCRE,COROZAL
978,70221000,SUCRE,COVEÑAS
979,70233000,SUCRE,EL ROBLE
980,70235000,SUCRE,GALERAS
981,70265000,SUCRE,GUARANDA
982,70400000,SUCRE,LA UNIÓN
983,70418000,SUCRE,LOS PALMITOS
984,70429000,SUCRE,MAJAGUAL
985,70473000,SUCRE,MORROA
986,70508000,SUCRE,OVEJAS
987,70523000,SUCRE,PALMITO
988,70670000,SUCRE,SAMPUÉS
989,70678000,SUCRE,SAN BENITO ABAD
990,70702000,SUCRE,SAN JUAN DE BETULIA
991,70742000,SUCRE,SAN LUIS DE SINCÉ
992,70708000,SUCRE,SAN MARCOS
993,70713000,SUCRE,SAN ONOFRE
994,70717000,SUCRE,SAN PEDRO
995,70820000,SUCRE,SANTIAGO DE TOLÚ
996,70001000,SUCRE,SINCELEJO (CT)
997,70771000,SUCRE,SUCRE
998,70823000,SUCRE,TOLÚ VIEJO
999,73024000,TOLIMA,ALPUJARRA
1000,73026000,TOLIMA,ALVARADO
1001,73030000,TOLIMA,AMBALEMA
1002,73043000,TOLIMA,ANZOÁTEGUI
1003,73055000,TOLIMA,ARMERO
1004,73067000,TOLIMA,ATACO
1005,73124000,TOLIMA,CAJAMARCA
1006,73148000,TOLIMA,CARMEN DE APICALÁ
1007,73152000,TOLIMA,CASABIANCA
1008,73168000,TOLIMA,CHAPARRAL
1009,73200000,TOLIMA,COELLO
1010,73217000,TOLIMA,COYAIMA
1011,73226000,TOLIMA,CUNDAY
1012,73236000,TOLIMA,DOLORES
1013,73268000,TOLIMA,ESPINAL
1014,73270000,TOLIMA,FALAN
1015,73275000,TOLIMA,FLANDES
1016,73283000,TOLIMA,FRESNO
1017,73319000,TOLIMA,GUAMO
1018,73347000,TOLIMA,HERVEO
1019,73349000,TOLIMA,HONDA
1020,73001000,TOLIMA,IBAGUÉ (CT)
1021,73352000,TOLIMA,ICONONZO
1022,73408000,TOLIMA,LÉRIDA
1023,73411000,TOLIMA,LÍBANO
1024,73443000,TOLIMA,MARIQUITA
1025,73449000,TOLIMA,MELGAR
1026,73461000,TOLIMA,MURILLO
1027,73483000,TOLIMA,NATAGAIMA
1028,73504000,TOLIMA,ORTEGA
1029,73520000,TOLIMA,PALOCABILDO
1030,73547000,TOLIMA,PIEDRAS
1031,73555000,TOLIMA,PLANADAS
1032,73563000,TOLIMA,PRADO
1033,73585000,TOLIMA,PURIFICACIÓN
1034,73616000,TOLIMA,RIOBLANCO
1035,73622000,TOLIMA,RONCESVALLES
1036,73624000,TOLIMA,ROVIRA
1037,73671000,TOLIMA,SALDAÑA
1038,73675000,TOLIMA,SAN ANTONIO
1039,73678000,TOLIMA,SAN LUIS
1040,73686000,TOLIMA,SANTA ISABEL
1041,73770000,TOLIMA,SUÁREZ
1042,73854000,TOLIMA,VALLE DE SAN JUAN
1043,73861000,TOLIMA,VENADILLO
1044,73870000,TOLIMA,VILLAHERMOSA
1045,73873000,TOLIMA,VILLARRICA
1046,76020000,VALLE,ALCALÁ
1047,76036000,VALLE,ANDALUCÍA
1048,76041000,VALLE,ANSERMANUEVO
1049,76054000,VALLE,ARGELIA
1050,76100000,VALLE,BOLÍVAR
1051,76109000,VALLE,BUENAVENTURA
1052,76113000,VALLE,BUGALAGRANDE
1053,76122000,VALLE,CAICEDONIA
1054,76001000,VALLE,CALI (CT)
1055,76126000,VALLE,CALIMA
1056,76130000,VALLE,CANDELARIA
1057,76147000,VALLE,CARTAGO
1058,76233000,VALLE,DAGUA
1059,76246000,VALLE,EL CAIRO
1060,76248000,VALLE,EL CERRITO
1061,76250000,VALLE,EL DOVIO
1062,76243000,VALLE,EL ÁGUILA
1063,76275000,VALLE,FLORIDA
1064,76306000,VALLE,GINEBRA
1065,76318000,VALLE,GUACARÍ
1066,76111000,VALLE,GUADALAJARA DE BUGA
1067,76364000,VALLE,JAMUNDÍ
1068,76377000,VALLE,LA CUMBRE
1069,76400000,VALLE,LA UNIÓN
1070,76403000,VALLE,LA VICTORIA
1071,76497000,VALLE,OBANDO
1072,76520000,VALLE,PALMIRA
1073,76563000,VALLE,PRADERA
1074,76606000,VALLE,RESTREPO
1075,76616000,VALLE,RIOFRÍO
1076,76622000,VALLE,ROLDANILLO
1077,76670000,VALLE,SAN PEDRO
1078,76736000,VALLE,SEVILLA
1079,76823000,VALLE,TORO
1080,76828000,VALLE,TRUJILLO
1081,76834000,VALLE,TULUÁ
1082,76845000,VALLE,ULLOA
1083,76863000,VALLE,VERSALLES
1084,76869000,VALLE,VIJES
1085,76890000,VALLE,YOTOCO
1086,76892000,VALLE,YUMBO
1087,76895000,VALLE,ZARZAL
1088,97161000,VAUPÉS,CARURU
1089,97001000,VAUPÉS,MITÚ (CT)
1090,97666000,VAUPÉS,TARAIRA
1091,99773000,VICHADA,CUMARIBO
1092,99524000,VICHADA,LA PRIMAVERA
1093,99001000,VICHADA,PUERTO CARREÑO (CT)
1094,99624000,VICHADA,SANTA ROSALÍA
