fact_id,date_id,location_id,tool_id,genero,grupo_etario,cantidad
57111,416,154,7,FEMENINO,ADULTOS,1
57112,416,159,3,FEMENINO,ADULTOS,1
57113,416,166,7,FEMENINO,ADULTOS,6
57114,416,166,7,MASCULINO,ADOLESCENTES,1
57115,416,166,7,MASCULINO,ADULTOS,1
57116,416,168,7,FEMENINO,ADULTOS,1
57117,416,193,7,FEMENINO,ADULTOS,1
57118,416,218,3,FEMENINO,ADULTOS,1
57119,416,218,3,MASCULINO,ADULTOS,1
57120,416,233,3,FEMENINO,ADULTOS,2
57121,416,293,3,FEMENINO,ADULTOS,1
57122,416,309,3,MASCULINO,ADULTOS,1
57123,416,315,3,FEMENINO,ADOLESCENTES,1
57124,416,315,3,FEMENINO,ADULTOS,1
57125,416,324,3,FEMENINO,ADULTOS,1
57126,416,324,7,FEMENINO,ADULTOS,1
57127,416,330,3,MASCULINO,ADULTOS,2
57128,416,334,1,FEMENINO,ADULTOS,1
57129,416,334,3,FEMENINO,ADULTOS,1
57130,416,334,7,FEMENINO,ADULTOS,1
57131,416,351,6,FEMENINO,ADULTOS,1
57132,416,359,1,FEMENINO,ADULTOS,1
57133,416,359,1,MASCULINO,ADOLESCENTES,2
57134,416,359,1,MASCULINO,MENORES,1
57135,416,373,7,FEMENINO,ADULTOS,1
57136,416,386,1,FEMENINO,ADULTOS,1
57137,416,386,3,FEMENINO,ADULTOS,1
57138,416,393,7,FEMENINO,ADOLESCENTES,1
57139,416,393,7,FEMENINO,ADULTOS,2
57140,416,413,3,FEMENINO,ADULTOS,3
57141,416,413,3,MASCULINO,ADULTOS,2
57142,416,413,7,FEMENINO,ADULTOS,2
57143,416,418,3,FEMENINO,ADULTOS,1
57144,416,448,3,FEMENINO,ADULTOS,1
57145,416,452,3,FEMENINO,ADULTOS,2
57146,416,452,7,FEMENINO,ADULTOS,1
57147,416,488,1,FEMENINO,ADULTOS,8
57148,416,488,1,MASCULINO,ADULTOS,3
57149,416,488,3,FEMENINO,ADULTOS,13
57150,416,488,3,MASCULINO,ADULTOS,1
57151,416,488,4,FEMENINO,ADOLESCENTES,1
57152,416,488,4,FEMENINO,ADULTOS,2
57153,416,488,6,FEMENINO,ADULTOS,3
57154,416,488,6,MASCULINO,ADULTOS,1
57155,416,488,7,FEMENINO,ADOLESCENTES,2
57156,416,488,7,FEMENINO,ADULTOS,52
57157,416,488,7,FEMENINO,MENORES,2
57158,416,488,7,MASCULINO,ADOLESCENTES,1
57159,416,488,7,MASCULINO,ADULTOS,15
57160,416,488,7,MASCULINO,MENORES,1
57161,416,506,1,FEMENINO,ADULTOS,1
57162,416,507,7,FEMENINO,ADULTOS,2
57163,416,508,7,FEMENINO,ADOLESCENTES,1
57164,416,511,7,FEMENINO,ADULTOS,1
57165,416,517,3,FEMENINO,ADULTOS,1
57166,416,517,7,FEMENINO,ADULTOS,1
57167,416,530,6,FEMENINO,ADULTOS,1
57168,416,536,3,FEMENINO,ADULTOS,1
57169,416,536,7,FEMENINO,ADULTOS,1
57170,416,539,7,FEMENINO,ADULTOS,1
57171,416,545,7,FEMENINO,ADULTOS,1
57172,416,555,7,FEMENINO,ADULTOS,1
57173,416,566,3,FEMENINO,ADULTOS,2
57174,416,566,3,MASCULINO,ADULTOS,1
57175,416,566,6,FEMENINO,ADULTOS,4
57176,416,566,6,MASCULINO,ADULTOS,2
57177,416,566,7,FEMENINO,ADOLESCENTES,1
57178,416,566,7,FEMENINO,ADULTOS,5
57179,416,566,7,MASCULINO,ADULTOS,1
57180,416,584,6,FEMENINO,ADULTOS,1
57181,416,588,3,FEMENINO,ADULTOS,1
57182,416,595,1,FEMENINO,ADULTOS,1
57183,416,600,7,FEMENINO,ADULTOS,1
57184,416,602,1,FEMENINO,ADULTOS,1
57185,416,606,3,FEMENINO,ADULTOS,1
57186,416,610,3,FEMENINO,ADULTOS,4
57187,416,610,7,FEMENINO,ADULTOS,3
57188,416,629,3,FEMENINO,ADULTOS,1
57189,416,631,3,FEMENINO,ADULTOS,1
57190,416,636,3,FEMENINO,ADULTOS,2
57191,416,638,3,FEMENINO,ADULTOS,2
57192,416,642,3,MASCULINO,ADULTOS,1
57193,416,653,3,FEMENINO,ADULTOS,1
57194,416,653,3,MASCULINO,ADULTOS,1
57195,416,656,3,MASCULINO,ADULTOS,1
57196,416,660,3,FEMENINO,ADULTOS,1
57197,416,664,3,FEMENINO,ADULTOS,2
57198,416,674,3,FEMENINO,ADULTOS,1
57199,416,689,3,FEMENINO,ADULTOS,1
57200,416,691,1,FEMENINO,ADULTOS,1
57201,416,691,7,FEMENINO,ADULTOS,1
57202,416,709,3,FEMENINO,ADULTOS,2
57203,416,714,7,FEMENINO,ADULTOS,1
57204,416,714,7,MASCULINO,ADULTOS,1
57205,416,725,3,FEMENINO,ADULTOS,1
57206,416,731,7,FEMENINO,ADULTOS,1
57207,416,741,3,FEMENINO,ADULTOS,2
57208,416,741,3,MASCULINO,ADULTOS,2
57209,416,760,6,FEMENINO,ADULTOS,1
57210,416,785,1,FEMENINO,ADULTOS,1
57211,416,785,3,FEMENINO,ADULTOS,2
57212,416,785,3,MASCULINO,ADULTOS,1
57213,416,785,6,FEMENINO,ADULTOS,2
57214,416,785,6,MASCULINO,ADULTOS,1
57215,416,816,3,FEMENINO,ADULTOS,1
57216,416,816,7,FEMENINO,ADULTOS,1
57217,416,829,3,FEMENINO,ADULTOS,2
57218,416,844,3,FEMENINO,ADULTOS,1
57219,416,844,7,FEMENINO,ADULTOS,1
57220,416,857,7,FEMENINO,ADOLESCENTES,1
57221,416,860,7,FEMENINO,ADULTOS,1
57222,416,866,7,FEMENINO,ADULTOS,1
57223,416,873,3,FEMENINO,ADULTOS,1
57224,416,879,3,FEMENINO,ADULTOS,2
57225,416,882,3,FEMENINO,ADULTOS,1
57226,416,885,7,FEMENINO,ADULTOS,1
57227,416,891,3,FEMENINO,ADULTOS,2
57228,416,894,3,FEMENINO,ADULTOS,2
57229,416,894,3,MASCULINO,ADULTOS,1
57230,416,917,3,FEMENINO,ADULTOS,2
57231,416,921,3,FEMENINO,ADULTOS,1
57232,416,921,7,FEMENINO,ADULTOS,1
57233,416,921,7,MASCULINO,ADULTOS,1
57234,416,932,1,FEMENINO,ADULTOS,1
57235,416,932,1,MASCULINO,MENORES,1
57236,416,933,3,MASCULINO,ADULTOS,1
57237,416,959,3,FEMENINO,ADOLESCENTES,1
57238,416,959,3,FEMENINO,MENORES,1
57239,416,982,3,MASCULINO,ADULTOS,1
57240,416,990,3,FEMENINO,ADULTOS,1
57241,416,992,3,FEMENINO,ADULTOS,2
57242,416,992,3,MASCULINO,ADULTOS,1
57243,416,996,3,FEMENINO,ADULTOS,1
57244,416,1002,3,FEMENINO,ADULTOS,1
57245,416,1020,1,FEMENINO,ADULTOS,4
57246,416,1020,3,FEMENINO,ADULTOS,1
57247,416,1020,6,MASCULINO,ADULTOS,1
57248,416,1020,7,FEMENINO,MENORES,1
57249,416,1024,1,FEMENINO,ADULTOS,1
57250,416,1051,1,FEMENINO,ADULTOS,1
57251,416,1051,3,FEMENINO,ADULTOS,2
57252,416,1054,3,FEMENINO,ADULTOS,12
57253,416,1054,3,MASCULINO,ADULTOS,3
57254,416,1054,7,FEMENINO,ADOLESCENTES,1
57255,416,1054,7,FEMENINO,ADULTOS,2
57256,416,1067,3,FEMENINO,ADULTOS,1
57257,416,1067,7,FEMENINO,ADULTOS,1
57258,416,1069,3,FEMENINO,ADULTOS,1
57259,416,1072,3,FEMENINO,ADULTOS,1
57260,416,1072,6,MASCULINO,MENORES,1
57261,416,1077,3,MASCULINO,ADULTOS,1
57262,416,1081,3,FEMENINO,ADULTOS,1
57263,417,17,3,FEMENINO,ADULTOS,1
57264,417,17,3,MASCULINO,ADULTOS,1
57265,417,18,3,FEMENINO,ADULTOS,2
57266,417,18,6,FEMENINO,ADULTOS,1
57267,417,33,6,FEMENINO,ADULTOS,1
57268,417,49,3,FEMENINO,ADULTOS,1
57269,417,52,3,FEMENINO,ADULTOS,2
57270,417,60,3,FEMENINO,ADULTOS,2
57271,417,60,3,MASCULINO,ADULTOS,1
57272,417,71,1,FEMENINO,ADULTOS,2
57273,417,71,3,FEMENINO,ADULTOS,20
57274,417,71,3,MASCULINO,ADULTOS,2
57275,417,71,6,FEMENINO,ADULTOS,3
57276,417,71,6,FEMENINO,MENORES,1
57277,417,71,6,MASCULINO,MENORES,1
57278,417,71,7,FEMENINO,ADULTOS,6
57279,417,71,7,MASCULINO,ADOLESCENTES,1
57280,417,71,7,MASCULINO,ADULTOS,1
57281,417,82,3,FEMENINO,ADULTOS,1
57282,417,89,7,FEMENINO,ADULTOS,1
57283,417,135,3,FEMENINO,ADULTOS,1
57284,417,136,3,FEMENINO,ADULTOS,1
57285,417,136,3,MASCULINO,ADULTOS,1
57286,417,136,7,FEMENINO,ADULTOS,3
57287,417,166,7,FEMENINO,ADULTOS,4
57288,417,194,6,FEMENINO,ADULTOS,1
57289,417,242,7,FEMENINO,ADULTOS,1
57290,417,261,3,FEMENINO,ADULTOS,1
57291,417,274,3,FEMENINO,ADULTOS,1
57292,417,285,3,FEMENINO,ADULTOS,1
57293,417,315,3,FEMENINO,ADULTOS,4
57294,417,315,7,FEMENINO,ADULTOS,1
57295,417,319,3,FEMENINO,ADULTOS,1
57296,417,319,3,MASCULINO,MENORES,1
57297,417,324,3,FEMENINO,ADULTOS,1
57298,417,334,3,FEMENINO,ADULTOS,1
57299,417,359,1,FEMENINO,ADULTOS,1
57300,417,359,1,MASCULINO,MENORES,2
57301,417,366,3,FEMENINO,ADULTOS,1
57302,417,369,1,FEMENINO,ADULTOS,1
57303,417,391,3,FEMENINO,ADULTOS,1
57304,417,395,3,FEMENINO,ADULTOS,1
57305,417,400,3,FEMENINO,ADULTOS,3
57306,417,407,7,FEMENINO,ADULTOS,1
57307,417,413,3,FEMENINO,ADULTOS,2
57308,417,413,3,MASCULINO,ADULTOS,2
57309,417,413,7,FEMENINO,ADULTOS,1
57310,417,414,3,FEMENINO,ADULTOS,1
57311,417,418,3,FEMENINO,ADULTOS,1
57312,417,428,3,MASCULINO,ADULTOS,1
57313,417,452,3,FEMENINO,ADULTOS,2
57314,417,452,7,FEMENINO,ADULTOS,1
57315,417,455,6,FEMENINO,ADULTOS,1
57316,417,485,3,FEMENINO,ADULTOS,1
57317,417,488,1,FEMENINO,ADOLESCENTES,2
57318,417,488,1,FEMENINO,ADULTOS,10
57319,417,488,1,FEMENINO,MENORES,4
57320,417,488,1,MASCULINO,ADOLESCENTES,1
57321,417,488,1,MASCULINO,ADULTOS,3
57322,417,488,1,MASCULINO,MENORES,1
57323,417,488,2,MASCULINO,ADULTOS,1
57324,417,488,3,FEMENINO,ADULTOS,6
57325,417,488,3,FEMENINO,MENORES,3
57326,417,488,3,MASCULINO,ADULTOS,2
57327,417,488,4,FEMENINO,ADULTOS,4
57328,417,488,6,FEMENINO,ADULTOS,3
57329,417,488,6,MASCULINO,ADULTOS,3
57330,417,488,7,FEMENINO,ADULTOS,41
57331,417,488,7,FEMENINO,MENORES,4
57332,417,488,7,MASCULINO,ADULTOS,13
57333,417,488,7,MASCULINO,MENORES,1
57334,417,500,3,FEMENINO,ADULTOS,1
57335,417,500,6,MASCULINO,ADULTOS,1
57336,417,500,7,FEMENINO,ADULTOS,2
57337,417,501,6,FEMENINO,ADULTOS,1
57338,417,507,7,FEMENINO,ADULTOS,1
57339,417,529,7,FEMENINO,ADULTOS,1
57340,417,530,6,FEMENINO,ADULTOS,1
57341,417,530,7,FEMENINO,ADULTOS,1
57342,417,533,7,FEMENINO,ADULTOS,2
57343,417,536,7,FEMENINO,ADULTOS,1
57344,417,539,6,FEMENINO,ADULTOS,1
57345,417,566,3,FEMENINO,ADULTOS,2
57346,417,566,6,FEMENINO,ADULTOS,2
57347,417,566,6,MASCULINO,ADULTOS,1
57348,417,566,7,FEMENINO,ADULTOS,2
57349,417,566,7,MASCULINO,ADULTOS,1
57350,417,595,7,FEMENINO,ADULTOS,1
57351,417,610,3,FEMENINO,ADULTOS,2
57352,417,610,7,FEMENINO,ADULTOS,1
57353,417,638,3,FEMENINO,ADULTOS,2
57354,417,638,3,MASCULINO,ADULTOS,1
57355,417,646,3,FEMENINO,ADULTOS,1
57356,417,656,1,FEMENINO,ADULTOS,1
57357,417,664,3,FEMENINO,ADULTOS,1
57358,417,664,3,MASCULINO,ADOLESCENTES,1
57359,417,707,6,FEMENINO,ADULTOS,1
57360,417,709,7,FEMENINO,ADULTOS,1
57361,417,709,7,MASCULINO,ADULTOS,1
57362,417,714,7,FEMENINO,ADULTOS,1
57363,417,741,3,FEMENINO,ADULTOS,3
57364,417,770,3,FEMENINO,ADULTOS,1
57365,417,785,7,FEMENINO,ADULTOS,1
57366,417,786,3,FEMENINO,ADULTOS,1
57367,417,816,1,MASCULINO,ADULTOS,1
57368,417,816,3,FEMENINO,ADULTOS,1
57369,417,816,6,FEMENINO,ADULTOS,1
57370,417,816,6,MASCULINO,ADULTOS,1
57371,417,816,7,FEMENINO,ADULTOS,1
57372,417,829,3,MASCULINO,ADULTOS,1
57373,417,858,3,FEMENINO,ADOLESCENTES,1
57374,417,858,7,FEMENINO,ADULTOS,3
57375,417,879,3,FEMENINO,ADULTOS,1
57376,417,879,3,MASCULINO,MENORES,1
57377,417,885,7,FEMENINO,ADULTOS,1
57378,417,889,3,FEMENINO,ADOLESCENTES,1
57379,417,889,3,FEMENINO,ADULTOS,1
57380,417,890,3,MASCULINO,ADULTOS,1
57381,417,891,1,FEMENINO,ADULTOS,1
57382,417,891,1,FEMENINO,MENORES,2
57383,417,891,6,FEMENINO,ADULTOS,1
57384,417,891,7,FEMENINO,ADULTOS,1
57385,417,894,1,FEMENINO,ADULTOS,1
57386,417,894,3,FEMENINO,ADULTOS,1
57387,417,894,3,MASCULINO,ADULTOS,1
57388,417,894,7,FEMENINO,ADULTOS,1
57389,417,901,1,FEMENINO,ADULTOS,1
57390,417,921,3,FEMENINO,ADULTOS,1
57391,417,921,7,FEMENINO,ADULTOS,2
57392,417,926,3,FEMENINO,ADULTOS,1
57393,417,945,3,FEMENINO,ADULTOS,1
57394,417,955,3,FEMENINO,ADULTOS,1
57395,417,991,3,FEMENINO,ADULTOS,1
57396,417,992,7,FEMENINO,ADULTOS,1
57397,417,993,1,MASCULINO,ADULTOS,1
57398,417,1005,7,FEMENINO,ADULTOS,1
57399,417,1013,7,FEMENINO,ADULTOS,3
57400,417,1013,7,MASCULINO,ADULTOS,2
57401,417,1020,1,FEMENINO,ADULTOS,1
57402,417,1020,3,FEMENINO,ADULTOS,1
57403,417,1020,7,FEMENINO,ADULTOS,1
57404,417,1020,7,MASCULINO,ADULTOS,1
57405,417,1024,7,FEMENINO,MENORES,1
57406,417,1024,7,MASCULINO,ADULTOS,1
57407,417,1047,3,FEMENINO,ADULTOS,1
57408,417,1048,3,FEMENINO,ADULTOS,1
57409,417,1054,1,FEMENINO,ADULTOS,2
57410,417,1054,3,FEMENINO,ADULTOS,5
57411,417,1054,3,MASCULINO,ADULTOS,1
57412,417,1054,7,FEMENINO,ADULTOS,2
57413,417,1064,1,FEMENINO,ADULTOS,1
57414,417,1064,1,MASCULINO,ADULTOS,1
57415,417,1065,3,FEMENINO,ADULTOS,2
57416,417,1067,1,FEMENINO,ADULTOS,1
57417,417,1069,3,FEMENINO,ADULTOS,1
57418,417,1069,7,FEMENINO,ADULTOS,1
57419,417,1072,7,FEMENINO,ADULTOS,1
57420,417,1081,3,FEMENINO,MENORES,1
57421,417,1087,3,FEMENINO,ADULTOS,1
57422,417,1093,6,FEMENINO,ADULTOS,1
57423,418,11,3,FEMENINO,ADULTOS,1
57424,418,25,3,FEMENINO,ADULTOS,2
57425,418,25,3,MASCULINO,ADULTOS,1
57426,418,28,6,FEMENINO,ADULTOS,1
57427,418,48,1,FEMENINO,ADULTOS,1
57428,418,49,3,FEMENINO,ADOLESCENTES,1
57429,418,49,3,MASCULINO,ADOLESCENTES,1
57430,418,60,3,FEMENINO,ADULTOS,6
57431,418,65,1,FEMENINO,ADULTOS,1
57432,418,71,1,MASCULINO,ADULTOS,1
57433,418,71,3,FEMENINO,ADOLESCENTES,1
57434,418,71,3,FEMENINO,ADULTOS,21
57435,418,71,3,MASCULINO,ADOLESCENTES,1
57436,418,71,3,MASCULINO,ADULTOS,4
57437,418,71,7,FEMENINO,ADULTOS,5
57438,418,71,7,MASCULINO,ADOLESCENTES,1
57439,418,71,7,MASCULINO,ADULTOS,2
57440,418,92,7,FEMENINO,ADULTOS,1
57441,418,128,7,MASCULINO,ADULTOS,1
57442,418,134,7,MASCULINO,ADULTOS,1
57443,418,136,1,MASCULINO,ADULTOS,1
57444,418,136,3,FEMENINO,ADULTOS,1
57445,418,136,7,FEMENINO,ADULTOS,3
57446,418,136,7,MASCULINO,ADULTOS,1
57447,418,150,6,FEMENINO,ADULTOS,1
57448,418,154,3,FEMENINO,ADULTOS,2
57449,418,154,3,MASCULINO,MENORES,1
57450,418,154,7,FEMENINO,ADULTOS,1
57451,418,166,7,FEMENINO,ADULTOS,7
57452,418,166,7,FEMENINO,MENORES,1
57453,418,166,7,MASCULINO,ADULTOS,1
57454,418,199,6,FEMENINO,ADULTOS,1
57455,418,233,3,FEMENINO,ADULTOS,1
57456,418,233,3,MASCULINO,ADULTOS,1
57457,418,233,7,FEMENINO,ADULTOS,2
57458,418,242,7,FEMENINO,ADULTOS,1
57459,418,265,3,FEMENINO,ADULTOS,1
57460,418,297,3,FEMENINO,ADULTOS,1
57461,418,309,3,MASCULINO,ADULTOS,1
57462,418,310,7,FEMENINO,ADULTOS,1
57463,418,315,3,FEMENINO,ADULTOS,1
57464,418,341,3,FEMENINO,ADULTOS,1
57465,418,359,3,FEMENINO,ADOLESCENTES,1
57466,418,359,3,FEMENINO,ADULTOS,1
57467,418,374,3,FEMENINO,ADULTOS,1
57468,418,382,3,FEMENINO,ADULTOS,1
57469,418,383,7,FEMENINO,ADULTOS,1
57470,418,386,7,FEMENINO,ADULTOS,1
57471,418,394,7,FEMENINO,ADULTOS,1
57472,418,413,3,FEMENINO,ADOLESCENTES,1
57473,418,413,3,FEMENINO,ADULTOS,1
57474,418,413,3,MASCULINO,ADULTOS,1
57475,418,413,7,FEMENINO,ADULTOS,3
57476,418,427,3,FEMENINO,ADULTOS,1
57477,418,444,3,FEMENINO,ADULTOS,1
57478,418,444,3,FEMENINO,MENORES,1
57479,418,452,7,FEMENINO,ADULTOS,1
57480,418,459,3,FEMENINO,ADULTOS,1
57481,418,488,1,FEMENINO,ADULTOS,2
57482,418,488,1,MASCULINO,ADULTOS,3
57483,418,488,3,FEMENINO,ADOLESCENTES,1
57484,418,488,3,FEMENINO,ADULTOS,6
57485,418,488,3,FEMENINO,MENORES,1
57486,418,488,3,MASCULINO,ADULTOS,2
57487,418,488,4,FEMENINO,ADULTOS,4
57488,418,488,4,MASCULINO,ADULTOS,1
57489,418,488,6,FEMENINO,ADOLESCENTES,2
57490,418,488,6,FEMENINO,ADULTOS,7
57491,418,488,6,MASCULINO,ADOLESCENTES,2
57492,418,488,6,MASCULINO,ADULTOS,1
57493,418,488,6,MASCULINO,MENORES,1
57494,418,488,7,FEMENINO,ADOLESCENTES,3
57495,418,488,7,FEMENINO,ADULTOS,42
57496,418,488,7,FEMENINO,MENORES,3
57497,418,488,7,MASCULINO,ADOLESCENTES,3
57498,418,488,7,MASCULINO,ADULTOS,17
57499,418,488,7,MASCULINO,MENORES,3
57500,418,507,3,FEMENINO,ADULTOS,1
57501,418,511,7,FEMENINO,ADULTOS,1
57502,418,511,7,MASCULINO,ADULTOS,1
57503,418,529,6,FEMENINO,ADULTOS,1
57504,418,533,6,FEMENINO,ADULTOS,1
57505,418,536,7,FEMENINO,ADULTOS,1
57506,418,555,6,FEMENINO,ADULTOS,2
57507,418,559,3,FEMENINO,ADULTOS,1
57508,418,574,7,FEMENINO,ADULTOS,1
57509,418,574,7,MASCULINO,ADULTOS,1
57510,418,608,7,MASCULINO,ADULTOS,1
57511,418,610,1,FEMENINO,ADOLESCENTES,1
57512,418,610,1,MASCULINO,ADULTOS,1
57513,418,610,7,FEMENINO,ADULTOS,2
57514,418,619,3,FEMENINO,ADULTOS,1
57515,418,639,3,FEMENINO,ADULTOS,1
57516,418,658,3,MASCULINO,ADULTOS,1
57517,418,658,7,MASCULINO,ADULTOS,1
57518,418,666,3,FEMENINO,ADULTOS,1
57519,418,689,3,FEMENINO,ADULTOS,2
57520,418,709,3,FEMENINO,ADULTOS,1
57521,418,709,7,FEMENINO,ADULTOS,3
57522,418,722,3,NO REPORTA,NO REPORTA,1
57523,418,723,3,FEMENINO,ADULTOS,1
57524,418,724,3,FEMENINO,ADULTOS,1
57525,418,731,7,FEMENINO,ADULTOS,1
57526,418,741,3,MASCULINO,ADULTOS,1
57527,418,741,6,MASCULINO,ADULTOS,1
57528,418,770,3,MASCULINO,ADULTOS,1
57529,418,785,6,FEMENINO,ADULTOS,6
57530,418,785,6,MASCULINO,ADULTOS,3
57531,418,785,6,MASCULINO,MENORES,1
57532,418,792,3,MASCULINO,ADULTOS,1
57533,418,800,3,FEMENINO,ADULTOS,1
57534,418,829,1,FEMENINO,ADULTOS,1
57535,418,829,3,FEMENINO,ADULTOS,2
57536,418,830,3,FEMENINO,ADULTOS,1
57537,418,844,7,FEMENINO,ADOLESCENTES,1
57538,418,846,1,FEMENINO,ADULTOS,1
57539,418,860,7,FEMENINO,ADULTOS,1
57540,418,865,7,FEMENINO,ADULTOS,1
57541,418,879,1,MASCULINO,ADULTOS,1
57542,418,879,3,FEMENINO,ADOLESCENTES,1
57543,418,879,3,FEMENINO,ADULTOS,5
57544,418,879,3,FEMENINO,MENORES,1
57545,418,879,7,FEMENINO,ADULTOS,1
57546,418,885,7,FEMENINO,ADULTOS,1
57547,418,891,1,FEMENINO,ADULTOS,1
57548,418,891,1,MASCULINO,ADULTOS,1
57549,418,891,3,MASCULINO,ADULTOS,1
57550,418,891,7,MASCULINO,ADULTOS,1
57551,418,894,3,FEMENINO,ADULTOS,3
57552,418,894,7,FEMENINO,ADULTOS,3
57553,418,911,3,FEMENINO,ADULTOS,1
57554,418,917,3,FEMENINO,ADULTOS,1
57555,418,921,3,FEMENINO,ADULTOS,1
57556,418,921,3,MASCULINO,ADULTOS,1
57557,418,940,3,MASCULINO,ADULTOS,2
57558,418,945,3,FEMENINO,ADULTOS,1
57559,418,949,3,FEMENINO,ADULTOS,2
57560,418,977,3,FEMENINO,ADULTOS,1
57561,418,996,3,FEMENINO,ADULTOS,4
57562,418,1001,7,FEMENINO,ADULTOS,1
57563,418,1016,6,FEMENINO,ADULTOS,2
57564,418,1016,6,MASCULINO,ADULTOS,1
57565,418,1020,3,FEMENINO,ADULTOS,3
57566,418,1020,7,FEMENINO,ADULTOS,1
57567,418,1024,1,FEMENINO,ADULTOS,3
57568,418,1024,1,MASCULINO,ADOLESCENTES,1
57569,418,1024,1,MASCULINO,MENORES,1
57570,418,1051,3,FEMENINO,ADULTOS,1
57571,418,1054,1,FEMENINO,ADULTOS,1
57572,418,1054,3,FEMENINO,ADULTOS,12
57573,418,1054,3,MASCULINO,ADULTOS,4
57574,418,1054,7,FEMENINO,ADOLESCENTES,1
57575,418,1054,7,FEMENINO,ADULTOS,6
57576,418,1060,3,FEMENINO,ADULTOS,1
57577,418,1066,3,FEMENINO,ADULTOS,2
57578,418,1070,3,FEMENINO,ADULTOS,1
57579,418,1077,3,FEMENINO,ADULTOS,1
57580,418,1081,3,FEMENINO,ADULTOS,1
57581,418,1087,3,FEMENINO,ADULTOS,1
57582,419,18,3,FEMENINO,ADULTOS,1
57583,419,25,3,FEMENINO,ADULTOS,1
57584,419,25,3,MASCULINO,ADULTOS,1
57585,419,33,3,FEMENINO,ADULTOS,1
57586,419,48,3,FEMENINO,ADULTOS,1
57587,419,48,3,MASCULINO,ADULTOS,1
57588,419,60,3,FEMENINO,ADULTOS,1
57589,419,60,3,MASCULINO,ADULTOS,2
57590,419,71,3,FEMENINO,ADULTOS,13
57591,419,71,3,MASCULINO,ADULTOS,4
57592,419,71,3,MASCULINO,MENORES,1
57593,419,71,6,MASCULINO,ADULTOS,2
57594,419,71,7,FEMENINO,ADULTOS,3
57595,419,86,3,MASCULINO,ADULTOS,1
57596,419,90,7,FEMENINO,ADULTOS,1
57597,419,92,7,FEMENINO,ADULTOS,1
57598,419,129,6,FEMENINO,ADULTOS,1
57599,419,136,7,FEMENINO,ADULTOS,2
57600,419,166,3,MASCULINO,ADULTOS,1
57601,419,166,7,FEMENINO,ADULTOS,6
57602,419,166,7,MASCULINO,ADULTOS,4
57603,419,168,1,FEMENINO,ADULTOS,1
57604,419,174,6,FEMENINO,ADULTOS,1
57605,419,199,7,MASCULINO,ADULTOS,1
57606,419,202,6,FEMENINO,ADULTOS,1
57607,419,204,3,FEMENINO,ADULTOS,1
57608,419,254,7,FEMENINO,ADULTOS,1
57609,419,267,7,FEMENINO,ADULTOS,1
57610,419,308,3,FEMENINO,ADULTOS,1
57611,419,315,3,FEMENINO,ADULTOS,1
57612,419,324,3,FEMENINO,ADULTOS,1
57613,419,366,3,FEMENINO,ADULTOS,1
57614,419,374,3,FEMENINO,ADULTOS,1
57615,419,383,7,FEMENINO,ADULTOS,1
57616,419,384,1,FEMENINO,ADULTOS,1
57617,419,384,1,MASCULINO,ADULTOS,1
57618,419,413,1,FEMENINO,ADULTOS,1
57619,419,413,3,FEMENINO,ADULTOS,1
57620,419,413,7,FEMENINO,ADULTOS,1
57621,419,418,3,FEMENINO,ADULTOS,2
57622,419,418,7,FEMENINO,ADULTOS,1
57623,419,428,3,MASCULINO,ADULTOS,1
57624,419,452,3,FEMENINO,ADULTOS,1
57625,419,452,3,MASCULINO,ADULTOS,1
57626,419,464,3,MASCULINO,ADULTOS,1
57627,419,488,1,FEMENINO,ADOLESCENTES,1
57628,419,488,1,FEMENINO,ADULTOS,3
57629,419,488,1,MASCULINO,ADULTOS,1
57630,419,488,3,FEMENINO,ADULTOS,13
57631,419,488,3,MASCULINO,ADULTOS,3
57632,419,488,4,FEMENINO,ADULTOS,2
57633,419,488,6,FEMENINO,ADOLESCENTES,1
57634,419,488,6,FEMENINO,ADULTOS,8
57635,419,488,6,FEMENINO,MENORES,1
57636,419,488,6,MASCULINO,ADOLESCENTES,1
57637,419,488,6,MASCULINO,ADULTOS,5
57638,419,488,6,MASCULINO,MENORES,3
57639,419,488,6,NO REPORTA,NO REPORTA,1
57640,419,488,7,FEMENINO,ADOLESCENTES,2
57641,419,488,7,FEMENINO,ADULTOS,28
57642,419,488,7,MASCULINO,ADOLESCENTES,2
57643,419,488,7,MASCULINO,ADULTOS,5
57644,419,488,7,MASCULINO,MENORES,1
57645,419,507,3,FEMENINO,ADULTOS,1
57646,419,507,7,FEMENINO,ADULTOS,1
57647,419,510,6,MASCULINO,ADULTOS,1
57648,419,511,7,FEMENINO,ADULTOS,1
57649,419,517,3,FEMENINO,ADULTOS,1
57650,419,517,7,FEMENINO,ADOLESCENTES,1
57651,419,517,7,FEMENINO,ADULTOS,1
57652,419,517,7,FEMENINO,MENORES,1
57653,419,535,6,FEMENINO,ADULTOS,1
57654,419,536,7,FEMENINO,ADULTOS,1
57655,419,566,6,FEMENINO,ADULTOS,4
57656,419,566,7,FEMENINO,ADULTOS,1
57657,419,588,1,MASCULINO,ADULTOS,1
57658,419,588,6,FEMENINO,ADULTOS,1
57659,419,597,3,FEMENINO,ADULTOS,1
57660,419,609,3,FEMENINO,ADULTOS,1
57661,419,610,1,FEMENINO,ADULTOS,1
57662,419,610,3,FEMENINO,ADULTOS,3
57663,419,610,3,MASCULINO,ADULTOS,3
